TemplateID	LmQuery	Query
425623	беременность двойня	беременность двойней
425623	беременность тройня	беременность тройней
425695	беременность матка рубец с	беременность с рубцом на матке
425695	матка миомэктомия после рубец	рубец на матке после миомэктомии
425695	матка послеоперационный рубец	Послеоперационный рубец на матке
425828	беременность диабет сахарный	беременность сахарный диабет
425828	гестационный диабет сахарный	сахарный диабет гестационный
425828	беременный диабет сахарный	диабет сахарный беременных
425829	глаз диабет другой поражение с сахарный уточнять форма	уточненные другие формы сахарного диабета с поражением глаз
425829	глаз диабет другой поражение сахарный уточнять форма	поражение глаз при сахарном диабете других форм уточненном
476382	ведение гериатрический пациент протокол	Протоколы ведения гериатрических пациентов
476382	ведение деменция протокол смешанный	Протокол ведения при смешанной деменции
425687	программировать роды	программированные роды
425687	индукция род	индукция родов
425687	родовозбуждение	родовозбуждение
425688	досрочный роды	досрочные роды
425688	род стимуляция	стимуляция родов
425892	опущение орган тазовый	опущение тазовых органов
425892	орган половой проляпс	Проляпс половых органов
425892	пто	ПТО
425893	гиперплазия эндометрия	Гиперплазия эндометрия
425893	гиперплазия и кровотечение эндометрия	гиперплазия эндометрия и кровотечение
425894	гиперплазия доброкачественный железа предстательный	Доброкачественная гиперплазия предстательной железы
425894	дгпж	ДГПЖ
425894	аденома железа предстательный	аденома предстательной железы
425895	бесплодие клинрекомендация мужчина	бесплодие у мужчин клинрекомендации
425895	бесплодие женщина	бесплодие у женщин
425895	бесплодие женщина клин рекомендация	бесплодие у женщин клин рекомендации
426491	неотложный помощь приказ скорый	приказ о скорой неотложной помощи
426491	388н приказ	приказ № 388н
426492	121н должность и медицинский приказ профессия	121н приказ медицинским должностям и профессиям
426492	мед освидетельствование приказ	приказ по мед освидетельствованию
426492	11 121н 2013 г март минздрав приказ россия	приказ минздрава россии от 11 марта 2013 г. № 121н
426495	вк приказ	приказ о вк
426495	врачебный комиссия приказ работа	работа врачебной комиссии приказы
426497	746н приказ приложение	приложения к приказу 746н
426497	07 09 2021 764 приказ	приказ 764 от 09.07.2021
426497	746н аккредитация врач приказ	приказ 746н про аккредитацию врачей
425932	диабет диспансерный наблюдение сахарный	наблюдение диспансерное диабет сахарный
425934	диабет диспансерный наблюдение сахарный	наблюдение диспансерное диабет сахарный
425934	2 го диабет диспансерный кратность наблюдение пациент с сахарный тип	кратность диспансерного наблюдение пациента с сахарным диабетом 2-го типа
425934	2 го диабет диспансерный наблюдение сахарный тип	диспансерное наблюдение сахарный диабет 2-го типа
426488	выписка лс льготный приказ	приказ о льготной выписке лс
426488	1094н	1094н
426489	03 19 2021 231н г мз приказ рф	приказ мз рф № 231н от 19.03.2021 г
426489	2021 231 год приказ срок утверждение	приказ № 231 от 2021 год утверждении сроков
426653	диспансерный и наблюдение пневмония профилактика	Профилактика и диспансерное наблюдение при пневмонии
426653	пневмония профилактика	Профилактика пневмонии
426653	диспансерный наблюдение пневмония	диспансерное наблюдение при пневмонии
426654	внебольничный исследование клинический материал микробиологический пневмония получение правило	Правила получения клинического материала для микробиологического исследования при внебольничной пневмонии
426654	внебольничный материал пневмония получение	получение материала при внебольничной пневмонии
426655	антибактериальный внебольничный пневмония терапия	Антибактериальная терапия внебольничной пневмонии
426655	амбулатоной антибактериальный внебольничный пациент пневмония с терапия	Антибактериальная терапия у амбулатоных пациентов с внебольничной пневмонией
426655	антибактериальный внебольничный пневмония стационар терапия	антибактериальная терапия внебольничной пневмонии в стационаре
426821	st без ведение иностранный коронарный острый пациент подъем рекомендация сегмент синдром стойкий	иностранные рекомендации по ведению острых коронарных синдромов у пациентов без стойкого подъема сегмента ST
426821	esc коронарный лечение острый руководство синдром	руководство ESC по лечению острого коронарного синдрома
426000	диабетический остеоартропатия	диабетическая остеоартропатия
426000	диабет осложнение сахарный стопа	осложнение на стопу при сахарном диабете
426001	ангина это	ангина это
426001	острый тонзиллофарингит	Острый тонзиллофарингит
426001	ангина клинический рекомендация	ангина клиническая рекомендация
426001	ангина кр	ангина кр
426002	диабет кардиоваскулярный профилактика сахарный	диабет сахарный кардиоваскулярная профилактика
426002	ведение диабет периоперационный сахарный	ведение периоперационное сахарный диабет
426003	болезнь легкое обструктивный хронический	Хроническая обструктивная болезнь легких
426003	взрослый хобл	ХОБЛ у взрослых
426004	легкое эмфизема	Эмфизема легких
426004	взрослый эмфизема	Эмфизема у взрослых
426670	и ослаблять пневмония пожилой уход человек	Уход за ослабленными и пожилыми людьми при пневмонии
426670	пневмония пожилой уход человек	Уход за пожилыми людьми при пневмонии
425914	мочь недержание	Недержание мочи
425914	мочь неудержание	Неудержание мочи
425914	мочь подтекание	Подтекание мочи
425975	диабет диагноз мкб сахарный формулировка	сахарный диабет формулировка диагноза по МКБ
425975	болезнь диабет диагноз классификация международный сахарный формулировка	Международная Классификация Болезней формулировка диагноза сахарный диабет
425976	диабет и ковид	диабет и ковид
425976	19 covid диабет и сахарный	Сахарный диабет и COVID-19
425977	диабетический медицинский нефропатия помощь приказ стандарт	приказ по стандарту медицинской помощи при диабетической нефропатии
425977	диабетический медицинский нефропатия помощь приказ	помощи медицинская по приказу при диабетической нефропатии
425977	1053н n приказ	приказ n 1053н
425977	01 10 1053н 2020 n минздрав приказ россия	приказ Минздрава России от 01.10.2020 n 1053н
425956	2 го диабет диетотерапия сахарный тип	Диетотерапия при сахарном диабете 2-го типа
425956	2 го диабет диета ребенок тип	дети диета при диабете 2-го типа
425959	диабет лечение осложнение сахарный	лечение осложнений сахарного диабета
425959	2 го диабет лечение осложнение сахарный тип	Лечение осложнений сахарного диабета 2-го типа
425965	детский диабет осмотр сахарный шаблон эндокринолог	шаблон осмотра детского эндокринолога при сахарном диабете
425965	детский диабет сахарный шаблон эндокринолог	детский эндокринолог шаблон сахарный диабет
426520	i10	i10
426520	10 гипертония мкб	гипертония МКБ-10
426520	11 гипертензия мкб	гипертензия МКБ-11
426520	11 гипертензия код мкб	гипертензия коды МКБ-11
426521	артериальный гипертония	гипертония артериальная
426521	болезнь гипертонический клинрекомендация	гипертоническая болезнь клинрекомендация
426606	пневмония реабилитация	Реабилитация при пневмонии
426606	пневмония после реабилитация	Реабилитация после пневмонии
427102	аномальный вена дренаж легочный тотальный	Тотальный аномальный дренаж легочных вен
427102	тадлвы	ТАДЛВ
427103	гемоглобинурия ночной пароксизмальный	Пароксизмальная ночная гемоглобинурия
427103	пнг	ПНГ
427104	иммунный кр первичный тромбоцитопения	Первичная иммунная тромбоцитопения кр
427104	итп ребенок	ИТП у детей
427105	артерия атрезия легочный	Атрезия легочной артерии
427105	ала	АЛА
427106	колит ребенок язвенный	Язвенный колит у детей
427106	ребенок як	ЯК у детей
426666	внебольничный дыхательный ивл недостаточность острый пневмония показание фон	Показания к ИВЛ при острой дыхательной недостаточности на фоне внебольничной пневмонии
426666	внебольничный ивл пневмония	ИВЛ при внебольничной пневмонии
426703	пневмония пневмоцистной	пневмоцистная пневмония
426703	клинический пневмония пневмоцистной рекомендация	Пневмоцистная пневмония  клиническая рекомендация
426704	взрослый нозокомиальный пневмония	Нозокомиальная пневмония у взрослых
426704	взрослый внутрибольничный пневмония	внутрибольничная пневмония у взрослых
426705	врожденный пневмония	врожденная пневмония
426705	врожденный клинический пневмония рекомендация	врожденная пневмония клиническая рекомендация
426705	новорожденный пневмония	Пневмония у новорожденных
427819	ii мукополисахаридоз ребенок тип	Дети мукополисахаридоз тип II
427819	ii клинический мукополисахаридоз ребенок рекомендация тип	Мукополисахаридоз тип II у детей: клиническая рекомендация
427822	vi мукополисахаридоз ребенок тип	Дети мукополисахаридоз VI типа
427822	vi клинический мукополисахаридоз ребенок рекомендация тип	Мукополисахаридоз VI типа у детей: клиническая рекомендация
427825	галактоза нарушение обмен	Нарушения обмена галактозы
427825	галактоза галактоземий нарушение обмен	Нарушения обмена галактозы галактоземия
427825	галактоза галактоземий клинический нарушение обмен рекомендация	Клиническая рекомендация Нарушения обмена галактозы (Галактоземия):
427826	аномалия врожденный врожденный голова деформация и и клинический костный кость лицо лицо мышечный рекомендация череп	Врожденные аномалии костей черепа и лица, врожденные костно-мышечные деформации головы и лица: клиническая рекомендация
427826	аномалия врожденный врожденный голова деформация и и костный кость лицо лицо мышечный череп	Врожденные аномалии костей черепа и лица, врожденные костно-мышечные деформации головы и лица
427826	аномалия врожденный голова деформация и и костный кость лицо лицо мышечный рожать череп	Врожденные костно-мышечные деформации головы и лица рожденные аномалии костей черепа и лица
427827	агрессивный лимфом нефолликулярный	Агрессивные лимфомы нефолликулярные
427827	агрессивный беркитт диффузный клеточный клеточный крупноклеточный лимфом лимфом лимфом лимфом медиастинальный нефолликулярный первичный	Диффузная крупноклеточная В-клеточная лимфома, первичная медиастинальная В-клеточная лимфома, лимфома Беркитта-Агрессивные нефолликулярные лимфомы
427827	беркитт диффузный клеточный клеточный крупноклеточный лимфом лимфом лимфом медиастинальный первичный	Диффузная крупноклеточная В-клеточная лимфома, первичная медиастинальная В-клеточная лимфома, лимфома Беркитта
454905	диагноз формулировка хобла	формулировка диагноза хобл
454905	10 мкб хобл	хобл по МКБ-10
454905	диагноз пример формулировка хобла	примеры формулировки диагноза хобл
427785	2 диабет ребенок сахарный тип	диабет сахарный 2 типа у детей
427786	1 ацидурия глутаровой клинический ребенок рекомендация тип	Глутаровая ацидурия 1 типа у детей: клиническая рекомендация
427786	1 ацидурия глутаровой ребенок тип	Глутаровая ацидурия 1 типа дети
427997	документ коронарный лечение нормативный острый правовой синдром	нормативные правовые документы по лечению острого коронарного синдрома
427997	инфаркт лечение миокард острый приказ	приказы по лечению острого инфаркта миокарда
427997	лечение окс приказ	приказы по лечению ОКС
459731	весь колика материал почечный	колики почечные все материалы
459731	все колика материал почечный	почечные колики материалы все
459731	колика неуточненный почечный	неуточненная колика почечная
427800	вид гиперфенилаланинемия другой и классический фенилкетонурия	Фенилкетонурия классическая и гиперфенилаланинемии других видов
427800	гиперфенилаланинемия другой и фенилкетонурия	Фенилкетонурия и другие гиперфенилаланинемии
427800	гиперфенилаланинемия другой и классический фенилкетонурия	другие гиперфенилаланинемии и фенилкетонурия классическая
427803	i клинический мукополисахаридоз ребенок рекомендация тип	Мукополисахаридоз тип I у детей: клиническая рекомендация
427803	i мукополисахаридоз ребенок тип	Дети мукополисахаридоз тип I
427949	мягкий ребенок саркома ткань	У детей саркомы мягких тканей
427949	клинический мягкий ребенок рекомендация саркома ткань	Саркомы мягких тканей у детей: клиническая рекомендация
427951	сезарь синдром	Сезари синдром
427951	клинический рекомендация сезарь синдром	Синдром Сезари: клиническая рекомендация
427952	плазмоцитома солитарный экстрамедуллярный	плазмоцитома солитарная экстрамедуллярная
427952	клинический плазмоцитома рекомендация солитарный экстрамедуллярный	Солитарная (экстрамедуллярная) плазмоцитома: клиническая рекомендация
427953	опухоль трофобластический	Опухоли трофобластические
427953	клинический опухоль рекомендация трофобластический	Трофобластические опухоли: клиническая рекомендация
427954	меланома увеальный	меланома увеальная
427954	клинический меланома рекомендация увеальный	Увеальная меланома: клиническая рекомендация
427956	лейкоз лимфом лимфоцит лимфоцитарный малый хронический	Хронический лимфоцитарный лейкоз/лимфома из малых лимфоцитов
427956	лимфом лимфоцит малый	лимфома из малых лимфоцитов
427957	миелолейкоз хронический	миелолейкоз хронический
427957	взрослый миелолейкоз хронический	Миелолейкоз хронический взрослые
427957	взрослый клинический миелолейкоз рекомендация хронический	Хронический миелолейкоз у взрослых: клиническая рекомендация
427958	герминогенный клеточный опухоль экстракраниальный	герминогенно-клеточные экстракраниальные опухоли
427958	герминогенный клеточный клинический опухоль опухоль экстракраниальный	Экстракраниальные герминогенно-клеточные опухоли: клинические опухоли
427959	возраст и когнитивный лицо пожилой расстройство старческий	Когнитивные расстройства у лиц старческого и пожилого возраста
427959	возраст и клинический когнитивный лицо пожилой расстройство рекомендация старческий	Когнитивные расстройства у лиц пожилого и старческого возраста клиническая рекомендация
427960	компульсивный обсессивный расстройство	расстройство обсессивно-компульсивное
427960	клинический компульсивный обсессивный расстройство рекомендация	Обсессивно-компульсивное расстройство: клиническая рекомендация
427960	окр	окр
427962	вещество интоксикация острый психоактивный	Психоактивными веществами острая интоксикация
427962	вещество интоксикация клинический острый психоактивный рекомендация	Острая интоксикация психоактивными веществами: клиническая рекомендация
427963	абстинентный вещество вызывать делирий и клинический отмена поведенческий психический психоактивный расстройство рекомендация с синдром состояние употребление	Психические и поведенческие расстройства, вызванные употреблением психоактивных веществ. Абстинентное состояние (синдром отмены) с делирием: клиническая рекомендация
427963	вещество вызывать и поведенческий психический психоактивный расстройство употребление	Психические и поведенческие расстройства, вызванные употреблением психоактивных веществ.
427963	абстинентный делирий отмена с синдром состояние	Абстинентное состояние / синдром отмены с делирием
427964	вредный пагубный последствие с употребление	Употребление пагубное с вредными последствиями
427964	вещество вредный вызывать и клинический пагубный поведенческий последствие психический психоактивный расстройство рекомендация с употребление употребление	Психические и поведенческие расстройства, вызванные употреблением психоактивных веществ. Пагубное с вредными последствиями употребление: клиническая рекомендация
427964	вещество вызывать и поведенческий психический психоактивный расстройство употребление	Психические и поведенческие расстройства, вызванные употреблением психоактивных веществ.
427965	вещество вызывать и поведенческий психический психоактивный психотический расстройство расстройство употребление	Психические и поведенческие расстройства, вызванные употреблением психоактивных веществ. Психотическое расстройство
427965	психотический расстройство	Психотическое расстройство
427662	гипопаратиреоз	Гипопаратиреоз
427662	взрослый гипопаратиреоз	Гипопаратиреоз у взрослых
427662	гипопаратиреоз клинический рекомендация	Гипопаратиреоз клиническая рекомендация
430641	атеротромботический инсульт лечение	атеротромботический инсульт лечение
427618	болезнь ниманный пик с тип	Болезнь Ниманна-Пика, типа С
427618	нп с	НП-С
428687	качество критерий медицинский пневмония помощь	Критерии качества медицинской помощи при пневмонии
428687	качество критерий медицинский оценка пневмония помощь	Критерии оценки качества медицинской помощи при пневмонии
429009	кодирование правило причина смерть	причины смерти кодирование правила
429009	диабет кодирование пациент правило причина с сахарный смерть	правила кодирования причин смерти у пациента с сахарным диабетом
427653	ii гликогеноз тип	Гликогеноз II типа
427653	болезнь помпа	болезнь Помпе
427653	бп	БП
427655	болезнь фабрить	Болезнь Фабри
427655	бф	БФ
427655	андерсон болезнь фабрить	болезнь Андерсона-Фабри
427987	бесплатный и инфаркт коронарный коронарный лекарственный миокард нестабильный обеспечение острый пациент перенести с синдром сосуд средство стенокардия стентирование церебральный	бесплатное обеспечение пациентов с инфарктом миокарда, нестабильной стенокардией и острым коронарным синдромом, перенесших стентирование коронарных (церебральных сосудов) лекарственными средствами
427987	инсульт инфаркт лекарственный лицо мз обеспечение перенести приказ рф средство	приказ мз рф об обеспечении лекарственными средствами лиц перенесших инсульты, инфаркт
427987	бесплатный лекарственный препарат	бесплатные лекарственные препараты
427987	жизненно лекарственный перечень препарат	перечень жизненно необходимых лекарственных препаратов
438585	аллергический протокол ринит	аллергический ринит протокол
438585	аллергический ведение пациент протокол ринит с	Протокол ведения пациента с аллергическим ринитом
427706	взрослый ожирение	Ожирение у взрослых
427706	взрослый избыточный масса тело	избыточная масса тела у взрослых
427708	ожирение ребенок	Ожирение у детей
427708	избыточный масса подросток тело	избыточная масса тела у подростков
427709	клин остеопороз рекомендация	Остеопороз клин рекомендация
427709	взрослый остеопороз	Остеопороз у взрослых
427711	взрослый пгпт	ПГПТ у взрослых
427711	гиперпаратиреоз первичный	Первичный гиперпаратиреоз
427713	взрослый гипокортицизм	гипокортицизм у взрослых
427713	1 нн	1-НН
427714	олигоменорея	Олигоменорея
427714	аменорея вторичный	вторичная аменорея
428164	внебольничный пневмония ребенок	Внебольничная пневмония у детей
428164	внебольничный клинический пневмония ребенок рекомендация	клиническая рекомендация внебольничная пневмония у детей
428164	внебольничный кр пневмония ребенок	КР внебольничная пневмония у детей
428595	пневмония помощь скорый	Скорая помощь при пневмонии
428595	пневмония помощь протокол скорый	Скорая помощь при пневмонии протокол
428595	лист пневмония помощь скорый чек	Скорая помощь при пневмонии чек-лист
448999	недостаточность почечный хронический	хроническая почечная недостаточность
448999	недостаточность почечный	почечная недостаточность
427911	коронарный острый синдром стандарт	стандарт при остром коронарном синдроме
427911	инфаркт миокард оказание острый стандарт	стандарт оказания при остром инфаркте миокарда
427911	st без взрослый коронарный медицинский острый подъем помощь сегмент синдром стандарт электрокардиограмма	стандарт медицинской помощи взрослым при остром коронарном синдроме без подъема сегмента st электрокардиограммы
427911	коронарный медицинский острый помощь синдром стандарт	стандарты медицинской помощи при остром коронарном синдроме
427917	11 15 2012 918н минздрав приказ россия	приказ Минздрава России от 15.11.2012 № 918н
427917	заболевание медицинский оказание помощь порядок сердце	порядок оказания медицинской помощи при заболеваниях сердца
427895	адренокортикальный клинический рак рекоменация	(Адренокортикальный рак): клиническая рекоменация
427895	адренокортикальный кора надпочечник рак рак	(Адренокортикальный рак) Рак коры надпочечника
427896	железа молочный рак	Молочной железы рак
427896	железа клинический молочный рак рекомендация	Молочной железы рак: клиническая рекомендация
427897	коронарный медицинский оказание острый помощь протокол синдром	протокол оказания медицинской помощи при остром коронарном синдроме
427897	ведение кардиогенный пациент протокол шок	протокол ведения пациента кардиогенным шоком
427897	инфаркт медицинский миокард оказание острый помощь протокол	протокол оказания медицинской помощи при остром инфаркте миокарда
427898	st инфаркт миокард острый подъем рекомендация с сегмент	рекомендации по острому инфаркту миокарда с подъемом сегмента ST
427898	st инфаркт миокард острый подъем с	острый инфаркт миокарда с подъемом ST
427898	st коронарный острый подъем с синдром	острый коронарный синдром с подъемом st
427898	st инфаркт миокард острый подъем с сегмент	острый инфаркт миокарда с подъемом сегмента ST
427899	качество коронарный критерий острый синдром	критерии качества острого коронарного синдрома
427899	взрослый качество коронарный критерий медицинский острый помощь синдром специализированный	критерии качества специализированной медицинской помощи взрослым при остром коронарном синдроме
427899	инфаркт качество критерий	критерии качества при инфаркте
427900	диагностика инфаркт миокард острый	диагностика острого инфаркта миокарда
427900	алгоритм инфаркт миокард регистрация экг	алгоритм регистрации ЭКГ при инфаркте миокарда
427900	инфаркт миокард острый регистрация электрокардиограмма	регистрация электрокардиограммы при остром инфаркте миокарда
427901	инфаркт миокард терапия тромболитический	тромболитическая терапия при инфаркте миокарда
427901	инфаркт миокард неотложный острый помощь	неотложная помощь при остром инфаркте миокарда
427902	больной вторичный и инфаркт миокард острый перенести профилактика реабилитация	реабилитация и вторичная профилактика у больных, перенесших острый инфаркт миокарда
427902	инфаркт лфк	лфк при инфаркте
427902	оим реабилитация	ОИМ реабилитация
427906	коронарный лист острый синдром чек	чек-лист острого коронарного синдрома
427906	лист окс чек	чек-лист по окс
427867	гастроинтестинальный опухоль стромальный	стромальные гастроинтестинальные опухоли
427867	гастроинтестинальный гисо опухоль стромальный	опухоли гастроинтестинальные стромальные (ГИСО)
427874	гепатобластома ребенок	У детей гепатобластома
427874	гепатобластома клинический ребенок рекомендация	Гепатобластома у детей: клиническая рекомендация
427874	гепатобластома	Гепатобластома
427881	герминогенный мужчина опухоль	У мужчин герминогенные опухоли
427881	герминогенный клинический мужчина опухоль рекомендация	Герминогенные опухоли у мужчин: клиническая рекомендация
427854	волосатоклеточный лейкоз	лейкоз волосатоклеточный
427854	взрослый волосатоклеточный лейкоз	Лейкоз волосатоклеточный взрослые
427860	головной метастатический мозг поражение	Метастатическое поражение головного мозга
427860	головной злокачественный и мозг мозговой новообразование оболочка	мозговых оболочек и головного мозга злокачественное новообразование
473787	05 05 2016 279н мз приказ рф	приказ мз рф от 05.05.2016 № 279н
473787	курортный лечение организация порядок санаторный	порядок организации санаторно-курортного лечения
473787	279н приказ	приказ № 279н
475324	заболевание этиология	Этиология заболевания
475324	этиология	Этиология
429293	беременный имп	ИМП у беременных
429293	беременность инфекция мочевой путь	Инфекция мочевых путей при беременности
429404	гепатит острый ребенок	Острый гепатит В у детей
429404	огва ребенок	ОГВ у детей
429404	вирусный гепатит острый ребенок	Острый вирусный гепатит В у детей
429360	гастрит	гастрит
429360	гастрит клинрекомендация	гастрит клинрекомендация
429360	взрослый гастрит кр	кр гастрит у взрослых
429369	дуоденит	дуоденит
429369	взрослый дуоденит	дуоденит у взрослых
429370	дефект подушечка эндокардиальный	дефект эндокардиальных подушечек
429370	атриовентрикулярный дефект	атриовентрикулярные дефекты
429370	дефект желудочковый перегородка предсердно	дефект предсердно-желудочковой перегородки
427924	носоглотка рак	Носоглотки рак
427924	клинический носоглотка рак рекомендация	Рак носоглотки: клиническая рекомендация
427924	взрослый носоглотка рак	Носоглотки рак у взрослых
427925	носоглотка рак ребенок	Дети рак носоглотки
427925	клинический носоглотка рак ребенок рекомендация	Рак носоглотки у детей: клиническая рекомендация
427928	и кардия клинический пищевод рак рекомендация	Рак пищевода и кардии: клиническая рекомендация
427928	клинрек пищевод рак	Рак пищевода клинреки
427930	железа поджелудочный рак	Железы поджелудочной рак
427930	железа клинический поджелудочный рак рекомендация	Рак поджелудочной железы: клиническая рекомендация
427931	половой рак член	Члена полового рак
427931	клинический половой рак рекомендация член	Рак полового члена: клиническая рекомендация
427932	и нос пазуха полость придаточный рак	Полости носа и придаточных пазух рак
427932	и клинический нос пазуха полость придаточный рак рекомендация	Рак полости носа и придаточных пазух: клиническая рекомендация
427936	рак трахея	Трахеи рак
427936	клинический рак рекомендация трахея	Рак трахеи: клиническая рекомендация
427943	брюшина маточный первичный рак рак рак труба яичник	Рак яичников/рак маточной трубы/первичный рак брюшины
427943	брюшина клинический маточный первичный рак рак рак рекомендация труба яичник	Рак яичников/рак маточной трубы/первичный рак брюшины: клиническая рекомендация
427945	рак ротоглотка	ротоглотки рак
427945	клинический рак рекомендация ротоглотка	Рак ротоглотки: клиническая рекомендация
