TemplateID	LmQuery	Query
1605	6 делать ограничение поставщик статья	что делать если у поставщика ограничения по статье 6
1605	государственный закупка иметь ограничение поставщик с связывать участие	поставщик имеет ограничения, связанные с участием в государственных закупках
1606	6 договор иметь нарушение ограничение поставщик предусмотренный расторгать статья	можно ли расторгнуть договор если поставщик имеет нарушение ограничений предусмотренных статьей 6
1606	обнаруживать ограничение поставщик	у поставщика обнаружили ограничение
1969	консорциум товар	консорциум в товарах
1969	консорциум устойчивость финансовый	финансовая устойчивость у консорциум
1969	консорциальный соглашение	консорциальное соглашение
1969	временный государственный закупка консорциум лицо объединение особый условие участие юридический	особые условия участия в государственных закупках временных объединений юридических лиц консорциума
1141	внесение изменение план приказ	приказ на внесение изменений в план
1141	годовой изменение план приказ	приказ изменение годового плана
1365	нацрижим	нацрижим
1365	изъятие медаль нац режим список	медали в списке изъятия из нац. режима
1365	национальный режим	национальный режим
1365	изъятие нац перечень режим товар	перечень товаров изъятия из нац. режима
1367	бумага отп среди	бумагу среди отп
1367	нацрежим не состояться	из нацрежима не состоялся
1367	не отп состояться среди	среди отп не состоялась
1368	план предварительный	предварительный план
1368	предварительный	предварительный
1369	план срок утверждение	срок утверждения плана
1369	годовой закуп план предварительный	закуп по предварительному годовому плану
1369	план	план
1373	3 39 4 ои п пп приказ статья	приказ из ОИ пп.4)п.3,статьи 39
1373	обоснование ои	обоснования из ои
1374	гражданский договор ли лицо правовой с субподряд физ являться	является ли гражданско-правовой договор с физ лицом субподрядом
1374	запрос предложение субподряд ценовый	субподряд в запросе ценовых предложений
1374	процент сколько субподряд	субподряд сколько процентов
1374	заявка подача показывать субподрядчик	как показать субподрядчика при подаче заявки
1957	земля налог плата ставка	ставки платы налога на землю
1957	земельный налог расчет	расчет земельного налога
1962	закупка консорциум участие	участие в закупках консорциума
1962	консорциум устойчивость финансовый	финансовая устойчивость у консорциум
1962	временный государственный закупка консорциум лицо объединение особый условие участие юридический	особые условия участия в государственных закупках временных объединений юридических лиц консорциума
1962	консорциум подавать хотеть	хотят подать консорциумом
2383	бензин купить	как купить бензин
2383	бензин дополнительный соглашение	дополнительное соглашение на бензин
2374	второй использование конкурс несостоявшийся признание рамочный с соглашение этап	при признании второго этапа конкурса с использованием рамочного соглашения несостоявшимся
2374	второй ирс не состояться этап	второй этап ирс не состоялся
2374	закупка не рамочный соглашение состояться	если не состоялась закупка по рамочному соглашению
2375	ирс конкурс не поставщик принимать с участие	поставщик не принял участие в конкурсе с ИРС
2375	отказ поставщик рамочный соглашение	отказ поставщика от рамочного соглашения
2377	можно оговор увеличивать	как можно увеличит оговор
2377	допик сумма увеличение	допик на увеличение суммы
2377	дополнительный заключать соглашение увеличение услуга	как заключить дополнительное соглашение на увеличение на услуги
2378	второй конкурс этап	второй этап конкурса
2378	второй проведение рамочный соглашение этап	проведение второго этапа рамочного соглашения
2378	второй д заключение итог протокол рамочный соглашение этап	второй этап рамочного соглашения итоги протокола заключение д
2378	1 второй заявка подавать рамочный соглашение этап	второй этап рамочного соглашения подана 1 заявка
2558	закупка источник когда не один состояться	когда закупка из одного источника не состоялась
2558	источник когда не один состояться	когда из одного источника не состоится
2558	источник не один состояться	не состоялась из одного источника
2562	командировка	командировка
2562	командировка служебный	служебная командировка
2562	командировка это	командировка это
5167	источник не один состояться	из одного источника не состоялась
5167	закупка источник когда не один состояться	когда закупка из одного источника не состоялась
5167	источник когда не один состояться	когда из одного источника не состоится
5169	1 закупка источник несостоявшийся приказ	приказ закупки из 1 источника по несостоявшемся
5169	зцп не состояться	не состоявшиеся зцп
5169	закупка несостоявшийся	несостоявшийся закупка
5169	не предложение состояться ценовый	если ценовое предложение не состоялось
5169	кпко не повторный состояться	если не состоялся повторный кпко
5425	комиссия конкурсный председатель	председатель конкурсной комиссии
5425	единый комиссия организатор	единый организатор комиссия
5426	конкурс секретарь	секретаря конкурса
5426	комиссия конкурсный секретарь	секретаря конкурсной комиссии
5427	комиссия конкурсный член	члены конкурсной комиссии
5427	член	член
5372	когда нанимать эксперт	когда нанять эксперта
5372	комиссия экспертный	экспертная комиссия
5599	проект экспертиза	экспертизу проектов
5599	купить проект экспертиза	как купить экспертизу проектов
5600	аудит отчетность услуга финансовый	услуги аудита финансовой отчетности
5600	аудит какой купить способ	каким способом купить аудит
5601	госпошлина способ	госпошлина способ
5601	госпошлина закупка	закупка по госпошлине
5603	12 3 4 п пп ст	пп 3 п. 4 ст 12
5603	12 3 4 п пп статья	12 статья п 4 пп 3
5604	12 статья	статья 12
5604	12 ст	ст 12
5605	2 победитель	2 победитель
5605	второй договор победитель	договор вторым победителем
5605	второй место	второе место
5605	второй договор заключение занимать место поставщик с	заключение договора с поставщиком занявшим второе место
295	заявка конкурс нет	нет заявок на конкурс
295	допускать один	допущен один
295	выходить конкурс один открытый поставщик	открытый конкурс если вышел один поставщик
296	объявление предварительный	предварительное объявление
296	конкурс открытый предварительный	предварительный открытый конкурс
297	закупка источник несостоявшийся один с	с одного источника по несостоявшимся закупкам
297	конкурс объявлять открытый повторный	как объявить повторный открытый конкурс
297	заново конкурс не объявлять повторный состояться	при повторном конкурс не состоялся нужно объявлять заново
297	конкурс повторный срок	повторный сроки конкурса
1251	договор должный заказчик иск ли подача после расторгать	после подачи иска должен ли заказчик расторгнуть договор
1251	внесение договор не обеспечение расторжение срок	не внесение обеспечения договора сроки расторжения
1251	договор не подписание расторжение	расторжение при не подписании договора
1252	односторонний порядок причина расторжение	причины расторжения в одностороннем порядке
1252	договор расторжение срок	срок для расторжения договора
1252	15 день договор расторжение	расторжение договора 15 дней
1779	аффилиированость поставщик	аффилиированость поставщика
1779	афилировать	афилирован
1838	50 договор ои пп ппзд приказ	приказ по договору из ОИ ППЗД по пп.50)
1838	39 50 п ст	ст 39 п 50
1838	3 39 50 два месяц п пп приказ статья	статья 39 п.3 пп. 50 на два месяца приказ
2454	заказчик пожаловаться	пожаловаться на заказчика
2454	жалоба подавать	подать жалобу
2473	предложение ценовый	ценовым предложением
2473	зцп	зцп
5246	происхождение товар	происхождения товара
5246	образец промышленный	промышленные образцы,
5466	камеральный контроль уведомление	уведомление камерального контроля
5466	неисполнение уведомление	за неисполнение уведомления
5466	исправление камеральный контроль не уведомление штраф	штраф при не исправлении уведомления камерального контроля
5442	национальный оператор почта	национальный оператор почты
5442	отправление специальный	специальные отправления
5442	казпочта	казпочта
5759	10 2023 вступать год изменение с сила январь	с 10 января 2023 года вступают в силу изменения
5759	2023 год законодательство	законодательство в 2023 году
5170	вносить договор закупка исполнение источник несостоявшийся обеспечение один	нужно ли вносить обеспечение исполнения договора из одного источника по несостоявшимся закупкам?
5170	договор нет обеспечение	в договоре нет обеспечения
5170	договор исполнение нет обеспечение ои	в договоре из ОИ нет обеспечения исполнения
5171	договор заключать источник не один состояться ценовый	как заключить договор из одного источника по не состоявшимся ценовым
5171	закупка несостоявшийся	закупки по несостоявшейся
5171	договор заказчик заключать закупка не состояться	как заказчику заключить договор по не состоявшимся закупкам
5171	поставщик согласный	согласен поставщик
5172	запрос конкурс менять не первый состояться ценовый	конкурс первый не состоялся менять на запрос ценовых
5172	закупка запрос несостоявшийся предложение способ ценовый	несостоявшийся закупки способом запроса ценовых предложений
5172	закупать не состояться товар циновка	как закупить товары если циновки не состоялись
5173	закупка источник один отказываться поставщик	поставщик отказался от закупки из одного источника
5173	договор источник не один подписывать поставщик	поставщик не подписал договор из одного источника
5175	заявка зцп один	одна заявка на зцп
5176	биржа	биржу
5176	купить уголь	как купить уголь
5434	бензин закуп закупать не рамочный соглашение состояться	как закупить бензин, по рамочному соглашению закуп не состоялся
5434	закупка не первый рамочный соглашение состояться этап	если не состоялась закупка по рамочному соглашению первый этап
5736	источник один	из одного источника
5736	конкурентный не способ	не конкурентные способы
2304	депозитарий подтверждать понимать	как понять что депозитарий подтвержден
2304	депозитарий заполнять	депозитарий заполнить
2304	депозитарий	депозитарий
2304	депозитарий заполнять технадзор электронный	как заполнить электронный депозитарий технадзор
232	лот неразделенный	неразделенные на лоты
232	вид и их их лот место однородный поставка работа разделять товар услуга	разделить товары, работы, услуги на лоты по их однородным видам и месту их поставки
232	лотов объединение	объединение лотов
374	договор обеспечение сумма увеличение	обеспечение договора при увеличении суммы
374	договор сумма увеличивать	увеличили сумму договора
374	договор дс исполнение обеспечение с тип	обеспечение исполнения договора с типом дс
375	договор исполнение обеспечение предложение ценовый	обеспечение исполнения договора по ценовым предложением
375	бумажный договор договор исполнение обеспечение страхование	бумажный договор страхования по обеспечению исполнения договора
376	обоснование ои пример	пример обоснования из ои
376	закуп источник обоснование один с	обоснование по закупу с одного источника
378	договор договор исполнение обеспечение регистрация с	обеспечение исполнения договора с регистрацией договора
378	вносить не обеспечение	не внес обеспечение
380	договор исполнение обеспечение уведомление	как отправить уведомление по обеспечению исполнения договора
380	вносить договор исполнение не обсепечение поставщик	поставщик не внес обсепечение исполнения договора
380	вносить не обеспечение поставщик уведомление	уведомление поставщик не внес обеспечение
382	договор обеспечение способ	способы обеспечения договора
382	аванс вид государственный договор договор закупка и исполнение обеспечение обеспечение один страхование типовой являться	типовой договор страхования является одним из видов обеспечения исполнения договора о государственных закупках и обеспечения аванса
626	6 гз государственный закон закупка иметь ограничение поставщик с связывать согласно статья участие	поставщик имеет ограничения согласно статье 6 закона о гз , связанные с участием в государственных закупках
626	ограничение	ограничения
626	6 статья	статья 6
963	вскрытие делать источник когда надо несостоявшийся один	из одного источника по несостоявшемся когда вскрытия надо делать ?
963	государственный закупка несостоявшийся проведение способ	проведении государственных закупок способом по несостоявшимся
963	конкурс не повторный состояться	если повторный конкурс не состоялся
964	аукцион заявка один	одна заявка на аукцион
964	закупка запрос источник не один предложение состояться ценовый	запрос ценовых предложений из одного источника по не состоявшимся закупкам
964	конкурснесотояться открытый	открытый конкурснесотоялся
964	yt закупка состояться	если закупки yt состоялись
964	закупка повторный проведение срок	срок проведения повторных закупок
965	договор зцп несостоявшийся ооо создавать	как создать договор из ооо по несостоявшимся зцп
965	закупка запрос источник несостоявшийся один предложение ценовый	один источник по несостоявшимся закупкам запрос ценовых предложений
965	закупать не состояться товар циновка	как закупить товары если циновки не состоялись
966	заявка зцп один	одна заявка на зцп
1224	бюджет или индивидуальный не план план развитие соответствующий финансирование	не соответствующем бюджету (плану развития) или индивидуальному плану финансирования
1224	бюджетный комиссия	бюджетной комиссии
1225	представительский приобретение расход с связанный товар услуга	приобретения товаров, услуг, связанных с представительскими расходами
1225	представительский расход	представительские расходы
1265	закупка какой камеральный контроль мочь отменять стадия	на какой стадии камеральный контроль может отменить закупку
1265	gj закупка запрос отменять ценовый	отменить закупку gj запросу ценовых
1265	закуп отмена	отмена закупа
1266	неисполнение уведомление штраф	штраф за неисполнение уведомления
1266	исполнять нарушение не устранение	устранение нарушения не исполнить
2026	второй договор заключение отказ победитель	отказ второго победителя от заключения договора
2026	подписание уклонение	уклонения от подписаний
2026	договор договор заключать ну победитель попадать проект реестр	как заключить договор, если победитель попал в реестр ну проект договор
2094	комиссия конкурсный кто приказ утверждать	кто утверждает приказ по конкурсной комиссии
2094	комиссия конкурсный создавать	как создать конкурсную комиссию
2516	возврат договор исполнение обеспечение	возврат обеспечения исполнения договора
2516	вернуть договор исполнение обеспечение	как вернуть обеспечение исполнения договора
2522	конкурс отбор предварительный с	конкурс с предварительным отбором
2522	конкурс пко с	конкурс с ПКО
2522	кпко	кпко
5473	расход специфика	специфика расходов
5473	выбирать расход специфика	как выбрать специфику расходов
5475	значение отрицательный	по отрицательному значению
5475	значение критерий отрицательный	критерий отрицательное значение
5539	матресурс	матресурсы
5539	материальный ресурс	материальные ресурсы
2200000013	быть знать спасибо	Спасибо, буду знать
2200000013	спасибо	спасибо)))
2200000013	помощь спасибо	спасибо за помощь ))
2200000013	большой ответ спасибо	Большое спасибо за ответ.
2200000013	ответ понятный спасибо	Спасибо за понятный ответ
2200000077	тест	Здравствуйте тест
2200000077	проверка связь тест	проверки связи - тест
2200000077	тест эксперт	тест для эксперта
2200000088	проверка связь	проверка связи.
2200000088	извинять менеджер проверка связь	Извините. пожалуйста, проверка связи от менеджера)
2200000088	проверка	проверка
